programCode,programName,startDate,endDate,capacity,useYn,description
PRG06218,프로그램 06218,2025-01-13,2025-12-18,117,Y,교육과정 설명 06218
PRG06219,프로그램 06219,2025-01-14,2026-03-15,118,Y,교육과정 설명 06219
PRG06220,프로그램 06220,2025-01-15,2025-12-16,119,N,교육과정 설명 06220
PRG06221,프로그램 06221,2025-01-16,2026-03-17,120,Y,교육과정 설명 06221
PRG06222,프로그램 06222,2025-01-17,2025-12-14,121,Y,교육과정 설명 06222
PRG06223,프로그램 06223,2025-01-18,2026-03-19,122,Y,교육과정 설명 06223
PRG06224,프로그램 06224,2025-01-19,2025-12-12,123,Y,교육과정 설명 06224
PRG06225,프로그램 06225,2025-01-20,2026-03-21,124,N,교육과정 설명 06225
PRG06226,프로그램 06226,2025-01-21,2025-12-10,125,Y,교육과정 설명 06226
PRG06227,프로그램 06227,2025-01-22,2026-03-23,126,Y,교육과정 설명 06227
PRG06228,프로그램 06228,2025-01-23,2025-12-08,127,Y,교육과정 설명 06228
PRG06229,프로그램 06229,2025-01-24,2026-03-25,128,Y,교육과정 설명 06229
PRG06230,프로그램 06230,2025-01-25,2025-12-06,129,N,교육과정 설명 06230
PRG06231,프로그램 06231,2025-01-26,2026-03-27,130,Y,교육과정 설명 06231
PRG06232,프로그램 06232,2025-01-27,2025-12-04,131,Y,교육과정 설명 06232
PRG06233,프로그램 06233,2025-01-28,2026-03-29,132,Y,교육과정 설명 06233
PRG06234,프로그램 06234,2025-01-29,2025-12-02,133,Y,교육과정 설명 06234
PRG06235,프로그램 06235,2025-01-30,2026-03-31,134,N,교육과정 설명 06235
PRG06236,프로그램 06236,2025-01-31,2025-11-30,135,Y,교육과정 설명 06236
PRG06237,프로그램 06237,2025-02-01,2026-04-02,136,Y,교육과정 설명 06237
PRG06238,프로그램 06238,2025-02-02,2025-11-28,137,Y,교육과정 설명 06238
PRG06239,프로그램 06239,2025-02-03,2026-04-04,138,Y,교육과정 설명 06239
PRG06240,프로그램 06240,2025-02-04,2025-11-26,139,N,교육과정 설명 06240
PRG06241,프로그램 06241,2025-02-05,2026-04-06,140,Y,교육과정 설명 06241
PRG06242,프로그램 06242,2025-02-06,2025-11-24,141,Y,교육과정 설명 06242
PRG06243,프로그램 06243,2025-02-07,2026-04-08,142,Y,교육과정 설명 06243
PRG06244,프로그램 06244,2025-02-08,2025-11-22,143,Y,교육과정 설명 06244
PRG06245,프로그램 06245,2025-02-09,2026-04-10,144,N,교육과정 설명 06245
PRG06246,프로그램 06246,2025-02-10,2025-11-20,145,Y,교육과정 설명 06246
PRG06247,프로그램 06247,2025-02-11,2026-04-12,146,Y,교육과정 설명 06247
PRG06248,프로그램 06248,2025-02-12,2025-11-18,147,Y,교육과정 설명 06248
PRG06249,프로그램 06249,2025-02-13,2026-04-14,148,Y,교육과정 설명 06249
PRG06250,프로그램 06250,2025-02-14,2025-11-16,149,N,교육과정 설명 06250
PRG06251,프로그램 06251,2025-02-15,2026-04-16,150,Y,교육과정 설명 06251
PRG06252,프로그램 06252,2025-02-16,2025-11-14,151,Y,교육과정 설명 06252
PRG06253,프로그램 06253,2025-02-17,2026-04-18,152,Y,교육과정 설명 06253
PRG06254,프로그램 06254,2025-02-18,2025-11-12,153,Y,교육과정 설명 06254
PRG06255,프로그램 06255,2025-02-19,2026-04-20,154,N,교육과정 설명 06255
PRG06256,프로그램 06256,2025-02-20,2025-11-10,155,Y,교육과정 설명 06256
PRG06257,프로그램 06257,2025-02-21,2026-04-22,156,Y,교육과정 설명 06257
PRG06258,프로그램 06258,2025-02-22,2025-11-08,157,Y,교육과정 설명 06258
PRG06259,프로그램 06259,2025-02-23,2026-04-24,158,Y,교육과정 설명 06259
PRG06260,프로그램 06260,2025-02-24,2025-11-06,159,N,교육과정 설명 06260
PRG06261,프로그램 06261,2025-02-25,2026-04-26,160,Y,교육과정 설명 06261
PRG06262,프로그램 06262,2025-02-26,2025-11-04,161,Y,교육과정 설명 06262
PRG06263,프로그램 06263,2025-02-27,2026-04-28,162,Y,교육과정 설명 06263
PRG06264,프로그램 06264,2025-02-28,2025-11-02,163,Y,교육과정 설명 06264
PRG06265,프로그램 06265,2025-03-01,2026-04-30,164,N,교육과정 설명 06265
PRG06266,프로그램 06266,2025-03-02,2025-10-31,165,Y,교육과정 설명 06266
PRG06267,프로그램 06267,2025-03-03,2026-05-02,166,Y,교육과정 설명 06267
PRG06268,프로그램 06268,2025-03-04,2025-10-29,167,Y,교육과정 설명 06268
PRG06269,프로그램 06269,2025-03-05,2026-05-04,168,Y,교육과정 설명 06269
PRG06270,프로그램 06270,2025-03-06,2025-10-27,169,N,교육과정 설명 06270
PRG06271,프로그램 06271,2025-03-07,2026-05-06,170,Y,교육과정 설명 06271
PRG06272,프로그램 06272,2025-03-08,2025-10-25,171,Y,교육과정 설명 06272
PRG06273,프로그램 06273,2025-03-09,2026-05-08,172,Y,교육과정 설명 06273
PRG06274,프로그램 06274,2025-03-10,2025-10-23,173,Y,교육과정 설명 06274
PRG06275,프로그램 06275,2025-03-11,2026-05-10,174,N,교육과정 설명 06275
PRG06276,프로그램 06276,2025-03-12,2025-10-21,175,Y,교육과정 설명 06276
PRG06277,프로그램 06277,2025-03-13,2026-05-12,176,Y,교육과정 설명 06277
PRG06278,프로그램 06278,2025-03-14,2025-10-19,177,Y,교육과정 설명 06278
PRG06279,프로그램 06279,2025-03-15,2026-05-14,178,Y,교육과정 설명 06279
PRG06280,프로그램 06280,2025-03-16,2025-10-17,179,N,교육과정 설명 06280
PRG06281,프로그램 06281,2025-03-17,2026-05-16,180,Y,교육과정 설명 06281
PRG06282,프로그램 06282,2025-03-18,2025-10-15,181,Y,교육과정 설명 06282
PRG06283,프로그램 06283,2025-03-19,2026-05-18,182,Y,교육과정 설명 06283
PRG06284,프로그램 06284,2025-03-20,2025-10-13,183,Y,교육과정 설명 06284
PRG06285,프로그램 06285,2025-03-21,2026-05-20,184,N,교육과정 설명 06285
PRG06286,프로그램 06286,2025-03-22,2025-10-11,185,Y,교육과정 설명 06286
PRG06287,프로그램 06287,2025-03-23,2026-05-22,186,Y,교육과정 설명 06287
PRG06288,프로그램 06288,2025-03-24,2025-10-09,187,Y,교육과정 설명 06288
PRG06289,프로그램 06289,2025-03-25,2026-05-24,188,Y,교육과정 설명 06289
PRG06290,프로그램 06290,2025-03-26,2025-10-07,189,N,교육과정 설명 06290
PRG06291,프로그램 06291,2025-03-27,2026-05-26,190,Y,교육과정 설명 06291
PRG06292,프로그램 06292,2025-03-28,2025-10-05,191,Y,교육과정 설명 06292
PRG06293,프로그램 06293,2025-03-29,2026-05-28,192,Y,교육과정 설명 06293
PRG06294,프로그램 06294,2025-03-30,2025-10-03,193,Y,교육과정 설명 06294
PRG06295,프로그램 06295,2025-03-31,2026-05-30,194,N,교육과정 설명 06295
PRG06296,프로그램 06296,2025-04-01,2025-10-01,195,Y,교육과정 설명 06296
PRG06297,프로그램 06297,2025-04-02,2026-06-01,196,Y,교육과정 설명 06297
PRG06298,프로그램 06298,2025-04-03,2025-09-29,197,Y,교육과정 설명 06298
PRG06299,프로그램 06299,2025-04-04,2026-06-03,198,Y,교육과정 설명 06299
PRG06300,프로그램 06300,2025-04-05,2025-09-27,199,N,교육과정 설명 06300
PRG06301,프로그램 06301,2025-04-06,2026-06-05,200,Y,교육과정 설명 06301
PRG06302,프로그램 06302,2025-04-07,2025-09-25,201,Y,교육과정 설명 06302
PRG06303,프로그램 06303,2025-04-08,2026-06-07,202,Y,교육과정 설명 06303
PRG06304,프로그램 06304,2025-04-09,2025-09-23,203,Y,교육과정 설명 06304
PRG06305,프로그램 06305,2025-04-10,2026-06-09,204,N,교육과정 설명 06305
PRG06306,프로그램 06306,2025-04-11,2025-09-21,205,Y,교육과정 설명 06306
PRG06307,프로그램 06307,2025-04-12,2026-06-11,206,Y,교육과정 설명 06307
PRG06308,프로그램 06308,2025-04-13,2025-09-19,207,Y,교육과정 설명 06308
PRG06309,프로그램 06309,2025-04-14,2026-06-13,208,Y,교육과정 설명 06309
PRG06310,프로그램 06310,2025-04-15,2025-09-17,209,N,교육과정 설명 06310
PRG06311,프로그램 06311,2025-04-16,2026-06-15,210,Y,교육과정 설명 06311
PRG06312,프로그램 06312,2025-04-17,2025-09-15,211,Y,교육과정 설명 06312
PRG06313,프로그램 06313,2025-04-18,2026-06-17,212,Y,교육과정 설명 06313
PRG06314,프로그램 06314,2025-04-19,2025-09-13,213,Y,교육과정 설명 06314
PRG06315,프로그램 06315,2025-04-20,2026-06-19,214,N,교육과정 설명 06315
PRG06316,프로그램 06316,2025-04-21,2025-09-11,215,Y,교육과정 설명 06316
PRG06317,프로그램 06317,2025-04-22,2026-06-21,216,Y,교육과정 설명 06317
PRG06318,프로그램 06318,2025-04-23,2025-09-09,217,Y,교육과정 설명 06318
PRG06319,프로그램 06319,2025-04-24,2026-06-23,218,Y,교육과정 설명 06319
PRG06320,프로그램 06320,2025-04-25,2025-09-07,219,N,교육과정 설명 06320
PRG06321,프로그램 06321,2025-04-26,2026-06-25,220,Y,교육과정 설명 06321
PRG06322,프로그램 06322,2025-04-27,2025-09-05,221,Y,교육과정 설명 06322
PRG06323,프로그램 06323,2025-04-28,2026-06-27,222,Y,교육과정 설명 06323
PRG06324,프로그램 06324,2025-04-29,2025-09-03,223,Y,교육과정 설명 06324
PRG06325,프로그램 06325,2025-04-30,2026-06-29,224,N,교육과정 설명 06325
PRG06326,프로그램 06326,2025-05-01,2025-09-01,225,Y,교육과정 설명 06326
PRG06327,프로그램 06327,2025-05-02,2026-07-01,226,Y,교육과정 설명 06327
PRG06328,프로그램 06328,2025-05-03,2025-08-30,227,Y,교육과정 설명 06328
PRG06329,프로그램 06329,2025-05-04,2026-07-03,228,Y,교육과정 설명 06329
PRG06330,프로그램 06330,2025-05-05,2025-08-28,229,N,교육과정 설명 06330
PRG06331,프로그램 06331,2025-05-06,2026-07-05,230,Y,교육과정 설명 06331
PRG06332,프로그램 06332,2025-05-07,2025-08-26,231,Y,교육과정 설명 06332
PRG06333,프로그램 06333,2025-05-08,2026-07-07,232,Y,교육과정 설명 06333
PRG06334,프로그램 06334,2025-05-09,2025-08-24,233,Y,교육과정 설명 06334
PRG06335,프로그램 06335,2025-05-10,2026-07-09,234,N,교육과정 설명 06335
PRG06336,프로그램 06336,2025-05-11,2025-08-22,235,Y,교육과정 설명 06336
PRG06337,프로그램 06337,2025-05-12,2026-07-11,236,Y,교육과정 설명 06337
PRG06338,프로그램 06338,2025-05-13,2025-08-20,237,Y,교육과정 설명 06338
PRG06339,프로그램 06339,2025-05-14,2026-07-13,238,Y,교육과정 설명 06339
PRG06340,프로그램 06340,2025-05-15,2025-08-18,239,N,교육과정 설명 06340
PRG06341,프로그램 06341,2025-05-16,2026-07-15,240,Y,교육과정 설명 06341
PRG06342,프로그램 06342,2025-05-17,2025-08-16,241,Y,교육과정 설명 06342
PRG06343,프로그램 06343,2025-05-18,2026-07-17,242,Y,교육과정 설명 06343
PRG06344,프로그램 06344,2025-05-19,2025-08-14,243,Y,교육과정 설명 06344
PRG06345,프로그램 06345,2025-05-20,2026-07-19,244,N,교육과정 설명 06345
PRG06346,프로그램 06346,2025-05-21,2025-08-12,245,Y,교육과정 설명 06346
PRG06347,프로그램 06347,2025-05-22,2026-07-21,246,Y,교육과정 설명 06347
PRG06348,프로그램 06348,2025-05-23,2025-08-10,247,Y,교육과정 설명 06348
PRG06349,프로그램 06349,2025-05-24,2026-07-23,248,Y,교육과정 설명 06349
PRG06350,프로그램 06350,2025-05-25,2025-08-08,249,N,교육과정 설명 06350
PRG06351,프로그램 06351,2025-05-26,2026-07-25,250,Y,교육과정 설명 06351
PRG06352,프로그램 06352,2025-05-27,2025-08-06,251,Y,교육과정 설명 06352
PRG06353,프로그램 06353,2025-05-28,2026-07-27,252,Y,교육과정 설명 06353
PRG06354,프로그램 06354,2025-05-29,2025-08-04,253,Y,교육과정 설명 06354
PRG06355,프로그램 06355,2025-05-30,2026-07-29,254,N,교육과정 설명 06355
PRG06356,프로그램 06356,2025-05-31,2025-08-02,255,Y,교육과정 설명 06356
PRG06357,프로그램 06357,2025-06-01,2026-07-31,256,Y,교육과정 설명 06357
PRG06358,프로그램 06358,2025-06-02,2025-07-31,257,Y,교육과정 설명 06358
PRG06359,프로그램 06359,2025-06-03,2026-08-02,258,Y,교육과정 설명 06359
PRG06360,프로그램 06360,2025-06-04,2025-07-29,259,N,교육과정 설명 06360
PRG06361,프로그램 06361,2025-06-05,2026-08-04,260,Y,교육과정 설명 06361
PRG06362,프로그램 06362,2025-06-06,2025-07-27,261,Y,교육과정 설명 06362
PRG06363,프로그램 06363,2025-06-07,2026-08-06,262,Y,교육과정 설명 06363
PRG06364,프로그램 06364,2025-06-08,2025-07-25,263,Y,교육과정 설명 06364
PRG06365,프로그램 06365,2025-06-09,2026-08-08,264,N,교육과정 설명 06365
PRG06366,프로그램 06366,2025-06-10,2025-07-23,265,Y,교육과정 설명 06366
PRG06367,프로그램 06367,2025-06-11,2026-08-10,266,Y,교육과정 설명 06367
PRG06368,프로그램 06368,2025-06-12,2025-07-21,267,Y,교육과정 설명 06368
PRG06369,프로그램 06369,2025-06-13,2026-08-12,268,Y,교육과정 설명 06369
PRG06370,프로그램 06370,2025-06-14,2025-07-19,269,N,교육과정 설명 06370
PRG06371,프로그램 06371,2025-06-15,2026-08-14,270,Y,교육과정 설명 06371
PRG06372,프로그램 06372,2025-06-16,2025-07-17,271,Y,교육과정 설명 06372
PRG06373,프로그램 06373,2025-06-17,2026-08-16,272,Y,교육과정 설명 06373
PRG06374,프로그램 06374,2025-06-18,2025-07-15,273,Y,교육과정 설명 06374
PRG06375,프로그램 06375,2025-06-19,2026-08-18,274,N,교육과정 설명 06375
PRG06376,프로그램 06376,2025-06-20,2025-07-13,275,Y,교육과정 설명 06376
PRG06377,프로그램 06377,2025-06-21,2026-08-20,276,Y,교육과정 설명 06377
PRG06378,프로그램 06378,2025-06-22,2025-07-11,277,Y,교육과정 설명 06378
PRG06379,프로그램 06379,2025-06-23,2026-08-22,278,Y,교육과정 설명 06379
PRG06380,프로그램 06380,2025-06-24,2025-07-09,279,N,교육과정 설명 06380
PRG06381,프로그램 06381,2025-06-25,2026-08-24,280,Y,교육과정 설명 06381
PRG06382,프로그램 06382,2025-06-26,2025-07-07,281,Y,교육과정 설명 06382
PRG06383,프로그램 06383,2025-06-27,2026-08-26,282,Y,교육과정 설명 06383
PRG06384,프로그램 06384,2025-06-28,2025-07-05,283,Y,교육과정 설명 06384
PRG06385,프로그램 06385,2025-06-29,2026-08-28,284,N,교육과정 설명 06385
PRG06386,프로그램 06386,2025-06-30,2025-07-03,285,Y,교육과정 설명 06386
PRG06387,프로그램 06387,2025-07-01,2026-08-30,286,Y,교육과정 설명 06387
PRG06388,프로그램 06388,2025-07-02,2025-08-06,287,Y,교육과정 설명 06388
PRG06389,프로그램 06389,2025-07-03,2026-09-01,288,Y,교육과정 설명 06389
PRG06390,프로그램 06390,2025-07-04,2025-08-10,289,N,교육과정 설명 06390
PRG06391,프로그램 06391,2025-07-05,2026-09-03,290,Y,교육과정 설명 06391
PRG06392,프로그램 06392,2025-07-06,2025-08-14,291,Y,교육과정 설명 06392
PRG06393,프로그램 06393,2025-07-07,2026-09-05,292,Y,교육과정 설명 06393
PRG06394,프로그램 06394,2025-07-08,2025-08-18,293,Y,교육과정 설명 06394
PRG06395,프로그램 06395,2025-07-09,2026-09-07,294,N,교육과정 설명 06395
PRG06396,프로그램 06396,2025-07-10,2025-08-22,295,Y,교육과정 설명 06396
PRG06397,프로그램 06397,2025-07-11,2026-09-09,296,Y,교육과정 설명 06397
PRG06398,프로그램 06398,2025-07-12,2025-08-26,297,Y,교육과정 설명 06398
PRG06399,프로그램 06399,2025-07-13,2026-09-11,298,Y,교육과정 설명 06399
PRG06400,프로그램 06400,2025-07-14,2025-08-30,299,N,교육과정 설명 06400
PRG06401,프로그램 06401,2025-07-15,2026-09-13,300,Y,교육과정 설명 06401
PRG06402,프로그램 06402,2025-07-16,2025-09-03,10,Y,교육과정 설명 06402
PRG06403,프로그램 06403,2025-07-17,2026-09-15,11,Y,교육과정 설명 06403
PRG06404,프로그램 06404,2025-07-18,2025-09-07,12,Y,교육과정 설명 06404
PRG06405,프로그램 06405,2025-07-19,2026-09-17,13,N,교육과정 설명 06405
PRG06406,프로그램 06406,2025-07-20,2025-09-11,14,Y,교육과정 설명 06406
PRG06407,프로그램 06407,2025-07-21,2026-09-19,15,Y,교육과정 설명 06407
PRG06408,프로그램 06408,2025-07-22,2025-09-15,16,Y,교육과정 설명 06408
PRG06409,프로그램 06409,2025-07-23,2026-09-21,17,Y,교육과정 설명 06409
PRG06410,프로그램 06410,2025-07-24,2025-09-19,18,N,교육과정 설명 06410
PRG06411,프로그램 06411,2025-07-25,2026-09-23,19,Y,교육과정 설명 06411
PRG06412,프로그램 06412,2025-07-26,2025-09-23,20,Y,교육과정 설명 06412
PRG06413,프로그램 06413,2025-07-27,2026-09-25,21,Y,교육과정 설명 06413
PRG06414,프로그램 06414,2025-07-28,2025-09-27,22,Y,교육과정 설명 06414
PRG06415,프로그램 06415,2025-07-29,2026-09-27,23,N,교육과정 설명 06415
PRG06416,프로그램 06416,2025-07-30,2025-10-01,24,Y,교육과정 설명 06416
PRG06417,프로그램 06417,2025-07-31,2026-09-29,25,Y,교육과정 설명 06417
PRG06418,프로그램 06418,2025-08-01,2025-10-05,26,Y,교육과정 설명 06418
PRG06419,프로그램 06419,2025-08-02,2026-10-01,27,Y,교육과정 설명 06419
PRG06420,프로그램 06420,2025-08-03,2025-08-10,28,N,교육과정 설명 06420
PRG06421,프로그램 06421,2025-08-04,2026-10-03,29,Y,교육과정 설명 06421
PRG06422,프로그램 06422,2025-08-05,2025-08-14,30,Y,교육과정 설명 06422
PRG06423,프로그램 06423,2025-08-06,2026-10-05,31,Y,교육과정 설명 06423
PRG06424,프로그램 06424,2025-08-07,2025-08-18,32,Y,교육과정 설명 06424
PRG06425,프로그램 06425,2025-08-08,2026-10-07,33,N,교육과정 설명 06425
PRG06426,프로그램 06426,2025-08-09,2025-08-22,34,Y,교육과정 설명 06426
PRG06427,프로그램 06427,2025-08-10,2026-10-09,35,Y,교육과정 설명 06427
PRG06428,프로그램 06428,2025-08-11,2025-08-26,36,Y,교육과정 설명 06428
PRG06429,프로그램 06429,2025-08-12,2026-10-11,37,Y,교육과정 설명 06429
PRG06430,프로그램 06430,2025-08-13,2025-08-30,38,N,교육과정 설명 06430
PRG06431,프로그램 06431,2025-08-14,2026-10-13,39,Y,교육과정 설명 06431
PRG06432,프로그램 06432,2025-08-15,2025-09-03,40,Y,교육과정 설명 06432
PRG06433,프로그램 06433,2025-08-16,2026-10-15,41,Y,교육과정 설명 06433
PRG06434,프로그램 06434,2025-08-17,2025-09-07,42,Y,교육과정 설명 06434
PRG06435,프로그램 06435,2025-08-18,2026-10-17,43,N,교육과정 설명 06435
PRG06436,프로그램 06436,2025-08-19,2025-09-11,44,Y,교육과정 설명 06436
PRG06437,프로그램 06437,2025-08-20,2026-10-19,45,Y,교육과정 설명 06437
PRG06438,프로그램 06438,2025-08-21,2025-09-15,46,Y,교육과정 설명 06438
PRG06439,프로그램 06439,2025-08-22,2026-10-21,47,Y,교육과정 설명 06439
PRG06440,프로그램 06440,2025-08-23,2025-09-19,48,N,교육과정 설명 06440
PRG06441,프로그램 06441,2025-08-24,2026-10-23,49,Y,교육과정 설명 06441
PRG06442,프로그램 06442,2025-08-25,2025-09-23,50,Y,교육과정 설명 06442
PRG06443,프로그램 06443,2025-08-26,2026-10-25,51,Y,교육과정 설명 06443
PRG06444,프로그램 06444,2025-08-27,2025-09-27,52,Y,교육과정 설명 06444
PRG06445,프로그램 06445,2025-08-28,2026-10-27,53,N,교육과정 설명 06445
PRG06446,프로그램 06446,2025-08-29,2025-10-01,54,Y,교육과정 설명 06446
PRG06447,프로그램 06447,2025-08-30,2026-10-29,55,Y,교육과정 설명 06447
PRG06448,프로그램 06448,2025-08-31,2025-10-05,56,Y,교육과정 설명 06448
PRG06449,프로그램 06449,2025-09-01,2026-10-31,57,Y,교육과정 설명 06449
PRG06450,프로그램 06450,2025-09-02,2025-10-09,58,N,교육과정 설명 06450
PRG06451,프로그램 06451,2025-09-03,2026-11-02,59,Y,교육과정 설명 06451
PRG06452,프로그램 06452,2025-09-04,2025-10-13,60,Y,교육과정 설명 06452
PRG06453,프로그램 06453,2025-09-05,2026-11-04,61,Y,교육과정 설명 06453
PRG06454,프로그램 06454,2025-09-06,2025-10-17,62,Y,교육과정 설명 06454
PRG06455,프로그램 06455,2025-09-07,2026-11-06,63,N,교육과정 설명 06455
PRG06456,프로그램 06456,2025-09-08,2025-10-21,64,Y,교육과정 설명 06456
PRG06457,프로그램 06457,2025-09-09,2026-11-08,65,Y,교육과정 설명 06457
PRG06458,프로그램 06458,2025-09-10,2025-10-25,66,Y,교육과정 설명 06458
PRG06459,프로그램 06459,2025-09-11,2026-11-10,67,Y,교육과정 설명 06459
PRG06460,프로그램 06460,2025-09-12,2025-10-29,68,N,교육과정 설명 06460
PRG06461,프로그램 06461,2025-09-13,2026-11-12,69,Y,교육과정 설명 06461
PRG06462,프로그램 06462,2025-09-14,2025-11-02,70,Y,교육과정 설명 06462
PRG06463,프로그램 06463,2025-09-15,2026-11-14,71,Y,교육과정 설명 06463
PRG06464,프로그램 06464,2025-09-16,2025-11-06,72,Y,교육과정 설명 06464
PRG06465,프로그램 06465,2025-09-17,2026-11-16,73,N,교육과정 설명 06465
PRG06466,프로그램 06466,2025-09-18,2025-11-10,74,Y,교육과정 설명 06466
PRG06467,프로그램 06467,2025-09-19,2026-11-18,75,Y,교육과정 설명 06467
PRG06468,프로그램 06468,2025-09-20,2025-11-14,76,Y,교육과정 설명 06468
PRG06469,프로그램 06469,2025-09-21,2026-11-20,77,Y,교육과정 설명 06469
PRG06470,프로그램 06470,2025-09-22,2025-11-18,78,N,교육과정 설명 06470
PRG06471,프로그램 06471,2025-09-23,2026-11-22,79,Y,교육과정 설명 06471
PRG06472,프로그램 06472,2025-09-24,2025-11-22,80,Y,교육과정 설명 06472
PRG06473,프로그램 06473,2025-09-25,2026-11-24,81,Y,교육과정 설명 06473
PRG06474,프로그램 06474,2025-09-26,2025-11-26,82,Y,교육과정 설명 06474
PRG06475,프로그램 06475,2025-09-27,2026-11-26,83,N,교육과정 설명 06475
PRG06476,프로그램 06476,2025-09-28,2025-11-30,84,Y,교육과정 설명 06476
PRG06477,프로그램 06477,2025-09-29,2026-11-28,85,Y,교육과정 설명 06477
PRG06478,프로그램 06478,2025-09-30,2025-12-04,86,Y,교육과정 설명 06478
PRG06479,프로그램 06479,2025-10-01,2026-11-30,87,Y,교육과정 설명 06479
PRG06480,프로그램 06480,2025-10-02,2025-10-09,88,N,교육과정 설명 06480
PRG06481,프로그램 06481,2025-10-03,2026-12-02,89,Y,교육과정 설명 06481
PRG06482,프로그램 06482,2025-10-04,2025-10-13,90,Y,교육과정 설명 06482
PRG06483,프로그램 06483,2025-10-05,2026-12-04,91,Y,교육과정 설명 06483
PRG06484,프로그램 06484,2025-10-06,2025-10-17,92,Y,교육과정 설명 06484
PRG06485,프로그램 06485,2025-10-07,2026-12-06,93,N,교육과정 설명 06485
PRG06486,프로그램 06486,2025-10-08,2025-10-21,94,Y,교육과정 설명 06486
PRG06487,프로그램 06487,2025-10-09,2026-12-08,95,Y,교육과정 설명 06487
PRG06488,프로그램 06488,2025-10-10,2025-10-25,96,Y,교육과정 설명 06488
PRG06489,프로그램 06489,2025-10-11,2026-12-10,97,Y,교육과정 설명 06489
PRG06490,프로그램 06490,2025-10-12,2025-10-29,98,N,교육과정 설명 06490
PRG06491,프로그램 06491,2025-10-13,2026-12-12,99,Y,교육과정 설명 06491
PRG06492,프로그램 06492,2025-10-14,2025-11-02,100,Y,교육과정 설명 06492
PRG06493,프로그램 06493,2025-10-15,2026-12-14,101,Y,교육과정 설명 06493
PRG06494,프로그램 06494,2025-10-16,2025-11-06,102,Y,교육과정 설명 06494
PRG06495,프로그램 06495,2025-10-17,2026-12-16,103,N,교육과정 설명 06495
PRG06496,프로그램 06496,2025-10-18,2025-11-10,104,Y,교육과정 설명 06496
PRG06497,프로그램 06497,2025-10-19,2026-12-18,105,Y,교육과정 설명 06497
PRG06498,프로그램 06498,2025-10-20,2025-11-14,106,Y,교육과정 설명 06498
PRG06499,프로그램 06499,2025-10-21,2026-12-20,107,Y,교육과정 설명 06499
PRG06500,프로그램 06500,2025-10-22,2025-11-18,108,N,교육과정 설명 06500
PRG06501,프로그램 06501,2025-10-23,2026-12-22,109,Y,교육과정 설명 06501
PRG06502,프로그램 06502,2025-10-24,2025-11-22,110,Y,교육과정 설명 06502
PRG06503,프로그램 06503,2025-10-25,2026-12-24,111,Y,교육과정 설명 06503
PRG06504,프로그램 06504,2025-10-26,2025-11-26,112,Y,교육과정 설명 06504
PRG06505,프로그램 06505,2025-10-27,2026-12-26,113,N,교육과정 설명 06505
PRG06506,프로그램 06506,2025-10-28,2025-11-30,114,Y,교육과정 설명 06506
PRG06507,프로그램 06507,2025-10-29,2026-12-28,115,Y,교육과정 설명 06507
PRG06508,프로그램 06508,2025-10-30,2025-12-04,116,Y,교육과정 설명 06508
PRG06509,프로그램 06509,2025-10-31,2026-12-30,117,Y,교육과정 설명 06509
PRG06510,프로그램 06510,2025-11-01,2025-12-08,118,N,교육과정 설명 06510
PRG06511,프로그램 06511,2025-11-02,2027-01-01,119,Y,교육과정 설명 06511
PRG06512,프로그램 06512,2025-11-03,2025-12-12,120,Y,교육과정 설명 06512
PRG06513,프로그램 06513,2025-11-04,2027-01-03,121,Y,교육과정 설명 06513
PRG06514,프로그램 06514,2025-11-05,2025-12-16,122,Y,교육과정 설명 06514
PRG06515,프로그램 06515,2025-11-06,2027-01-05,123,N,교육과정 설명 06515
PRG06516,프로그램 06516,2025-11-07,2025-12-20,124,Y,교육과정 설명 06516
PRG06517,프로그램 06517,2025-11-08,2027-01-07,125,Y,교육과정 설명 06517
PRG06518,프로그램 06518,2025-11-09,2025-12-24,126,Y,교육과정 설명 06518
PRG06519,프로그램 06519,2025-11-10,2027-01-09,127,Y,교육과정 설명 06519
PRG06520,프로그램 06520,2025-11-11,2025-12-28,128,N,교육과정 설명 06520
PRG06521,프로그램 06521,2025-11-12,2027-01-11,129,Y,교육과정 설명 06521
PRG06522,프로그램 06522,2025-11-13,2026-01-01,130,Y,교육과정 설명 06522
PRG06523,프로그램 06523,2025-11-14,2027-01-13,131,Y,교육과정 설명 06523
PRG06524,프로그램 06524,2025-11-15,2026-01-05,132,Y,교육과정 설명 06524
PRG06525,프로그램 06525,2025-11-16,2027-01-15,133,N,교육과정 설명 06525
PRG06526,프로그램 06526,2025-11-17,2026-01-09,134,Y,교육과정 설명 06526
PRG06527,프로그램 06527,2025-11-18,2027-01-17,135,Y,교육과정 설명 06527
PRG06528,프로그램 06528,2025-11-19,2026-01-13,136,Y,교육과정 설명 06528
PRG06529,프로그램 06529,2025-11-20,2027-01-19,137,Y,교육과정 설명 06529
PRG06530,프로그램 06530,2025-11-21,2026-01-17,138,N,교육과정 설명 06530
PRG06531,프로그램 06531,2025-11-22,2027-01-21,139,Y,교육과정 설명 06531
PRG06532,프로그램 06532,2025-11-23,2026-01-21,140,Y,교육과정 설명 06532
PRG06533,프로그램 06533,2025-11-24,2027-01-23,141,Y,교육과정 설명 06533
PRG06534,프로그램 06534,2025-11-25,2026-01-25,142,Y,교육과정 설명 06534
PRG06535,프로그램 06535,2025-11-26,2027-01-25,143,N,교육과정 설명 06535
PRG06536,프로그램 06536,2025-11-27,2026-01-29,144,Y,교육과정 설명 06536
